"Data Collection: ID","Data Collection: Data Collection Name","Evaluating Laboratory Name","LabNamePermission","Type of Facility","Country","Other Country","City","Sample Set","Sample Type","Other Sample Type","Sample Population","Other Sample Population","Source Population of Samples","Other Source Population","Reference Method","Other Reference Method","RT-PCR","Reference Test Name","Type of Index Test","Repeats","Other Repeats","Blinding","Other Blinding","Type of Antibody Test","Other Type of Antibody Test","Name of Antibody Test_1","Name of Antibody Test other","AB:Manufacturer_1","AB:Manufacturer other","AB:Catalog Number","AB:Lot Number","Target Marker","Antigen Used for Detection","AB:Sample Type","Other Sample Type AB","AB:Use Case","Other Use Case","AB:Days of Sickness","AB:Total Positive","AB:Total Negative","AB:True Positive","AB:True Negative","AB:Sensitivity","AB:Specificity","AB:Total Positive_early","AB:Total Negative_early","AB:True Positive_early","AB:True Negative_early","AB:Sensitivity_early","AB:Specificity_early","AB:Total Positive_middle","AB:Total Negative_middle","AB:True Positive_middle","AB:True Negative_middle","AB:Sensitivity_middle","AB:Specificity_middle","AB:Total Positive_late","AB:Total Negative_late","AB:True Positive_late","AB:True Negative_late","AB:Sensitivity_late","AB:Specificity_late","AB:Estimated LoD","AB:LoD Unit","Other AB:LoD Unit","AB:Higher_Cut-off","AB:Lower Cut-off","Type of Antigen Test","Other Type of Antigen Test","Name of Antigen Test_1","Name of Antigen Test other","AT:Manufacturer_1","AT:Manufacturer other","AT:Catalog Number","AT:Lot Number","Target Antigen","AT:Sample Type","Other Sample Type AT","AT:Days of Sickness","AT:Total Positive","AT:Total Negative","AT:True Positive","AT:True Negative","AT:Sensitivity","AT:Specificity","AT:Total Positive_early","AT:Total Negative_early","AT:True Negative_early","AT:True Positive_early","AT:Sensitivity_early","AT:Specificity_early","AT:Total Positive_middle","AT:Total Negative_middle","AT:True Positive_middle","AT:True Negative_middle","AT:Sensitivity_middle","AT:Specificity_middle","AT:Total Positive_late","AT:Total Negative_late","AT:True Positive_late","AT:True Negative_late","AT:Sensitivity_late","AT:Specificity_late","AT:Estimated LoD","AT:LoD Unit","Other AT:LoD Unit","AT:Higher Cut-off","AT:Lower Cut-off","Type of Molecular Test","Other Type of Moleculer Test","Name of Molecular Test_2","Name of Molecular Test other","MT:Manufacturer_1","MT:Manufacturer other","MT:Catalog Number","MT:Lot Number","Template Type","RNA Extraction Kit Used","MT:Sample Type","Other Sample Type MT","MT:Days of Sickness","MT:Total Positive","MT:Total Negative","MT:True Positive","MT:True Negative","MT:Sensitivity","MT:Specificity","MT:Total Positive_early","MT:Total Negative_early","MT:True Positive_early","MT:True Negative_early","MT:Sensitivity_early","MT:Specificity_early","MT:Total Positive_middle","MT:Total Negative_middle","MT:True Positive_middle","MT:True Negative_middle","MT:Sensitivity_middle","MT:Specificity_middle","MT:Total Positive_late","MT:Total Negative_late","MT:True Positive_late","MT:True Negative_late","MT:Sensitivity_late","MT:Specificity_late","MT:Estimated LoD","MT:LoD Unit","Other MT:LoD Unit","Ct Value","Results Published","Link to Publication","DOI","Comments"
"a1L1r0000090gWM","a1L1r000007p3cn","Shenzhen Third People’s Hospital","Yes","Hospital","China","","Shenzhen","Prospectively collected set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Critical; Other","Not available","Clinical examination; Computed Tomography (CT); RT-PCR","","","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Wantai SARS-CoV-2 IgM ELISA","","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","","Not available","Not available","IgM","Spike protein receptor binding domain","Plasma","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","173","213","143","210","82.7","98.6","94","","27","","28.7","","135","","99","","73.3","","88","","83","","94.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184337/pdf/ciaa344.pdf","10.1093/cid/ciaa344",""
"a1L1r0000090gWR","a1L1r000007p3cn","Shenzhen Third People’s Hospital","Yes","Hospital","China","","Shenzhen","Prospectively collected set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Critical; Other","Not available","Clinical examination; Computed Tomography (CT); RT-PCR","","","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Other","Wantai SARS-CoV-2 IgG ELISA","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","","Not available","Not available","IgG","Spike protein receptor binding domain","Plasma","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","173","197","112","195","64.7","99.0","94","","18","","19.1","","135","","73","","54.1","","89","","71","","79.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184337/pdf/ciaa344.pdf","10.1093/cid/ciaa344",""
"a1L1r0000090kVE","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","VivaDiag COVID-19 IgM/IgG Rapid Test","","VivaChek Biotech (Hangzhou) Co., Ltd","","","E2003031","IgG","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","62.8","99.0","37","","","","35.1","","78","","","","60.3","","38","","","","94.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kWl","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","Other","StrongStep SARS-CoV-2 IgM/IgG Antibody Rapid Test","Liming Bio-Products Co., Ltd","","","2003020","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","32.0","99.0","37","","","","10.8","","78","","","","33.3","","38","","","","50.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kWv","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","2019 nCOV IgG/IgM Rapid Test","","Dynamiker Biotechnology (Tianjin) Co., Ltd.","","","200301","IgG; IgM","Nucleocapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","69.3","95.2","37","","","","46.0","","78","","","","66.7","","38","","","","97.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kXZ","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","PRIMA COVID-19 IgG/IgM Rapid Test","","PRIMA Lab S.A.","","","E01349; E01350","IgG","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","71.2","90.3","37","","","","40.5","","78","","","","71.8","","38","","","","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kXF","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","COVID-19 IgG/IgM Ab Test Cassette (Whole Blood/Serum/Plasma)","","Multi-G B.V.","","","NCP20030081; NCP20030181","IgM","Nucleocapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","43.8","91.3","37","","","","27.0","","78","","","","44.9","","38","","","","57.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kXt","a1L1r0000090joQ","Departamento De Microbiología Clínica, Hospital Universitario Príncipe De Asturia","Yes","Hospital","Spain","","Madrid","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","VIASURE SARS-CoV-2 Real Time PCR Detection Kit (Certest Biotech, Zaragoza, Spain); Allplex 2019-nCoV assay (Seegene, Seoul, South Korea)","Antibody test","","","Not available","","Rapid diagnostic test (RDT)","","2019-nCoV IgG/IgM Rapid Test Cassette","","Hanghzhou AllTest Biotech Co., Ltd","","","","IgG; IgM","","Serum","","Not available","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","90","100","58","100","64.4","100.0","19","","5","","26.3","","21","","9","","42.9","","15","","14","","93.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://reader.elsevier.com/reader/sd/pii/S1386653220302158?token=D8C24BD16AC19ABEC68D008F9DCA1559D99195ACFE27798F168CF05937AC72B59E4F1E501842625F2E56992C7C19EB27","10.1016/j.jcv.2020.104473","Controls: Pre-pandemic controls"
"a1L1r0000090kXA","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","COVID-19 IgG/IgM Ab Test Cassette (Whole Blood/Serum/Plasma)","","Multi-G B.V.","","","NCP20030081; NCP20030181","IgG; IgM","Nucleocapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","71.2","88.3","37","","","","43.2","","78","","","","71.8","","38","","","","97.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kXe","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","Anti-SARS-CoV-2 ELISA (IgG) (manual, automated)","","EUROIMMUN AG","","","","IgG","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","55.6","96.1","37","","","","21.6","","78","","","","55.1","","38","","","","89.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kZa","a1L1r0000090jwX","Department of Medical Microbiology and Infection Control","Yes","Hospital","Netherlands","","Rotterdam","Prospectively collected set","Nasopharyngeal swabs; Oropharyngeal swabs; Sputum","","Symptomatic patients","","Not available","","RT-PCR","","Berlin method (Corman et al. 2020)","Gene-Finder™COVID-19 Plus RealAmp Kit","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","","Cellex Inc.","","","","IgG; IgM","","Serum","","Not available","","Not available","20","5","4","5","20.0","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(20)30305-0/pdf","10.1016/j.cmi.2020.05.028",""
"a1L1r0000090kXU","a1L1r0000090jNY","Clinical department of Laboratory Medicine, University Hospitals Leuven","Yes","Hospital","Belgium","","Leuven","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","PRIMA COVID-19 IgG/IgM Rapid Test","","PRIMA Lab S.A.","","","E01349; E01350","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","153","103","","","56.2","93.2","37","","","","43.2","","78","","","","56.4","","38","","","","68.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S1198743X20303001","10.1016/j.cmi.2020.05.023","Controls: Pre-pandemic controls

Median time between onset of symptoms and admission to the hospital: 7 days"
"a1L1r0000090kZQ","a1L1r0000090k8f","Konventhospital Barmherzige Brueder Linz and Ordensklinikum Linz Barmherzige Schwester","Yes","Hospital","Austria","","Linz","Not available","Other","Not available","Not available","","Not available","","RT-PCR","","Undefined method","","Antibody test","Duplicates","","Blinded to reference results","","Enzyme-linked immunosorbent assay (ELISA)","","EDI™ Novel Coronavirus COVID-19 IgG ELISA Kit","","Epitope Diagnostics, Inc.","","","P621C","IgG","Nucleocapsid protein","Plasma","","Detection of current infection; Detection of past infection","","Total; Intermediate (~8-14); Late (>14)","","456","","451","","","","","","","","","17","","14","","82.4","","18","","18","","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S0009898120302618?via%3Dihub#!","10.1016/j.cca.2020.05.049",""
"a1L1r0000090kXo","a1L1r0000090joQ","Departamento De Microbiología Clínica, Hospital Universitario Príncipe De Asturia","Yes","Hospital","Spain","","Madrid","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","VIASURE SARS-CoV-2 Real Time PCR Detection Kit (Certest Biotech, Zaragoza, Spain); Allplex 2019-nCoV assay (Seegene, Seoul, South Korea)","Antibody test","","","Not available","","Rapid diagnostic test (RDT)","","2019-nCoV IgG/IgM Rapid Test Cassette","","Hanghzhou AllTest Biotech Co., Ltd","","","","IgG","","Serum","","Not available","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","90","100","54","100","60.0","100.0","19","","4","","21.1","","21","","7","","33.3","","15","","13","","86.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://reader.elsevier.com/reader/sd/pii/S1386653220302158?token=D8C24BD16AC19ABEC68D008F9DCA1559D99195ACFE27798F168CF05937AC72B59E4F1E501842625F2E56992C7C19EB27","10.1016/j.jcv.2020.104473","Controls: Pre-pandemic controls"
"a1L1r0000090ka9","a1L1r0000090jpY","Department of Laboratory Medicine, Medical University of Vienna, Vienna, Austria","Yes","Public Health","Austria","","","","Other","Not available","Confirmed COVID-19 patients","","","","Clinical examination; RT-PCR","","Undefined method","","Antibody test","No replicates","","Not blinded to reference results","","Other","Chemiluminescence immunoassay (CLIA)","LIAISON® SARS-CoV-2 S1/S2 IgG","","DiaSorin SpA","","","","IgG","Spike protein S1/S2 domains","Serum","","Detection of past infection","","Total; Late (>14)","","1154","","1134","","98.3","","","","","","","","","","","","","65","","54","","83.1","","","","",">15.0 AU/mL



≥1 COI","<12.0 AU/mL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.06.04.20117911v3.full.pdf","10.1101/2020.06.04.20117911","Controls: Pre-pandemic controls

Median time from symptom onset to analysis: 41 [28-49] days"
